job_id,title,job_url,company,location,salary_min,salary_max,salary_mean,actual_posted_date,job_description
25903387,IT Executive,https://www.ricebowl.my/job/25903387-it-executive,Lifewood Data Technology Sdn Bhd,WP Kuala Lumpur,4500.0,6000.0,5250.0,2026-06-06,"Minimum 2 years of relevant working experience . Diploma or Bachelor’s degree in Computer Science, Information Technology, Software Engineering , or a related field. Basic understanding of programming fundamentals (e.g. OOP, data structures, algorithms). Exposure (academic, project, or internship) to at least one programming language such as Java, JavaScript, Python, PHP, or C# . Familiarity with version control tools (e.g. Git ). Good problem-solving skills with strong attention to detail. Good communication skills in English (Bahasa Malaysia is a plus). Willingness to learn, accept feedback, and adapt in a fast-paced environment. Able to work well in a team and independently when required.

Write, test, and debug code for new features and enhancements in web and mobile applications. Maintain and support existing applications by fixing bugs, performing updates, and ensuring performance. Collaborate with UI/UX, QA, and operations teams to ensure quality and smooth deployment. Assist with documentation, including code comments, user guides, and technical specifications. Participate in code reviews and follow established coding standards and best practices. Support application integrations (e.g. APIs) and basic database tasks. Provide occasional technical support and troubleshooting when needed. Continuously learn new tools, technologies, and development practices.

Annual Leave Medical and Hospitalisation Leave SOCSO EPF

Data Processing Content Development Coding Programming Languages (Python Java etc.) AI"
26537805,Data Science Engineer,https://www.ricebowl.my/job?jobId=26537805&slug=data-science-engineer,HAIER SINGAPORE INVESTMENT HOLDING PTE. LTD.,Singapore,5000.0,8000.0,6500.0,2026-05-23,"COMPANY BACKGROUND Haier is the number one brand of Major Appliances in the world with 16.3 percent of global market share. Headquartered in Qingdao, Haier has over 80,000 employees across 30 countries in the world. Haier Singapore is one of the holding companies under Haier Group. As the integrated regional centre, Haier Singapore is the main platform to provide Trading, R&D, Big Data, Cybersecurity, Internal Audit and Legal supports to over 80 countries in Asia, Europe, Africa and North America markets. As the continuous demands from global businesses, we are looking for passionate Data Engineer to join our global big data team. KEY RESPONSIBILITIES Based in Singapore, you will be part of the global big data team and responsible for the development, maintenance, integration, data governance and data reporting of Haier’s overseas business systems, including: Data Integration and ETL: Design and develop ETL (Extract, Transform, Load) processes using Azure Data Factory, Databricks & SSIS. Integrate various data sources such as databases, APIs, and file systems into a unified data platform. Ensure data quality, consistency, and accuracy during the data integration process. Data Storage and Management: Set up and manage data storage solutions using Azure Data Lake Storage, Azure Blob Storage, and Azure SQL Database. Implement data partitioning, indexing, and optimization strategies for efficient data retrieval and storage. Monitor and maintain data storage infrastructure to ensure reliability and performance. Data Processing and Transformation: Develop and maintain data processing pipelines using Databricks and Spark. Implement data transformation logic to convert raw data into meaningful insights. Optimize data processing workflows for performance and scalability Data Analysis and Reporting: Collaborate with data scientists and analysts to develop data models and analytical solutions. Create and maintain interactive dashboards and reports using tools like Power BI. Perform ad-hoc data analysis to support business decision-making. AI/Machine Learning Model Development Develop, train, and optimize machine learning, deep learning, and generative AI models Select appropriate algorithms, features, and architectures based on business problems Perform model evaluation, tuning, and validation to ensure accuracy, robustness, and fairness Security and Compliance: Implement security best practices to protect data at rest and in transit. Ensure compliance with data privacy regulations and organizational policies. Monitor and audit data access and usage to detect and respond to security incidents. Collaboration and Communication: Work closely with cross-functional teams including data scientists, software engineers, and business stakeholders. Communicate technical concepts and project status to non-technical stakeholders. Performance Monitoring and Optimization: Monitor the performance of data pipelines, storage solutions, and analytical workloads. Identify and resolve performance bottlenecks to ensure efficient data processing. Implement automation and orchestration tools to streamline data workflows. Continuous Improvement: Stay updated with the latest trends and advancements in Azure and Databricks technologies. Evaluate and recommend new tools and technologies to improve data engineering processes. Participate in training and development activities to enhance technical skills. Documentation and Knowledge Sharing: Maintain comprehensive documentation of data pipelines, processes, and architectures. Share knowledge and best practices with the team through presentations, workshops, and documentation. Ensure that all data engineering activities are well-documented and easily accessible. These responsibilities ensure that the data infrastructure is robust, scalable, and capable of supporting the organization’s data needs. KEY REQUIREMENTS The ideal candidates we are looking for should be seasoned Business Intelligence & AL/ML Professionals with: Bachelor's or Master's degree in Data Science, Information Technology, Engineering, or a related field. With extensive experience in business intelligence, AI/ML (LLM) and object-oriented development within a commercial environment. Familiar with Hadoop (Cloudera distribution), Hive / Impala, Spark, Python, & R. Experience in cloud platforms (Microsoft Azure and AWS cloud services), RESTful APIs and microservices Experience in databases (Azure, Oracle, SQL Server, MySQL) and enterprise ERP/CRM (SAP, MS Dynamics 365, Salesforce) Able to demonstrate solid business understanding in complex B2B and B2C sales environment. Good people skills and able to work with people at all levels. Strong communication, presentation and interpersonal skills."
26674881,Artificial Intelligence Engineer,https://www.ricebowl.my/job?jobId=26674881&slug=artificial-intelligence-engineer,Total EBiz Solutions,Singapore,,,,2026-06-05,"Senior AI Engineer Experience 4 –10+ years of experience in Software Engineering, AI/ML, MLOps, or related fields . Proven experience building and operating production-grade AI/LLM applications. Experience leading technical initiatives, mentoring engineers, and delivering solutions end-to-end. Key Skills Strong Python development skills, including APIs, testing, and automation. Hands-on experience with LLMs, prompt engineering, tool calling, AI agents, and RAG architectures. Experience with LangChain, LangGraph, LlamaIndex, CrewAI, or similar frameworks. Knowledge of embeddings, vector databases, retrieval systems, and AI evaluation/testing frameworks. Experience with REST APIs, microservices, PostgreSQL/SQL, and cloud platforms (AWS, Azure, or GCP). Understanding of LLMOps/MLOps, monitoring, observability, AI safety, and cost optimization. Strong hand on experience with CI/CD, Infra, Cloud, DevOps. Preferred Skills Experience building MCP servers or custom agent tools. Knowledge of SIEM/SOAR, threat intelligence, or security-focused AI use cases. Experience with model fine-tuning (LoRA/QLoRA), self-hosted models, and AI governance. Exposure to government, regulated, or security-sensitive environments. Responsibilities Design, develop, and deploy AI-powered applications and agent-based solutions. Build and optimize RAG pipelines, AI workflows, and enterprise integrations. Implement AI testing, monitoring, safety controls, and performance optimization. Collaborate with cross-functional teams and contribute to architecture, quality, and operational excellence. “By proceeding with the job application, you are deemed to have read and acknowledged our Job Applicant Privacy Policy and consented to us using the personal data you shared for the purpose stated in the said policy.”"
26617330,Full Stack Developer,https://www.ricebowl.my/job/26617330-full-stack-developer,Brighten Business Consulting Sdn Bhd,WP Kuala Lumpur,5500.0,6500.0,6000.0,2026-05-29,"Bachelor’s Degree in Computer Science, Software Engineering, or equivalent experience. Proven experience as a Full Stack Developer. Strong backend skills in PHP Laravel and SQL databases. Solid frontend experience with Angular for SPA and CMS interfaces. Experience with RESTful APIs, Git, and cloud platforms such as AWS or Azure. Strong problem-solving skills and ability to work independently or in a team. Good communication skills to work with both technical and non-technical stakeholders. Nice-to-Have : Experience with Flutter for mobile app development. Exposure to AI/ML integrations, GPT models, or chatbot platforms. Knowledge of WhatsApp Business API or omnichannel messaging platforms. Familiarity with Docker, DevOps tools, or performance optimization.

Position Summary We are looking for a Full Stack Developer to join our client’s growing engineering team. In this role, you will design and build scalable backend services, intuitive frontend dashboards, and system integrations that support high-volume, AI-powered customer conversations across platforms such as WhatsApp and Instagram. If you enjoy working in fast-paced environments and want to build real-world AI products with global impact, this role is for you. Design, develop, and maintain backend services and APIs using PHP Laravel. Design and optimize SQL databases (MySQL or PostgreSQL) for performance and scalability. Build and enhance CMS and admin dashboards using Angular, focusing on usability and responsiveness. Collaborate with AI engineers, designers, and product managers to deliver end-to-end solutions. Troubleshoot, debug, and resolve production issues while maintaining high code quality and security. Participate in code reviews, agile sprints, and CI/CD processes. Integrate AI-related technologies such as LLM APIs and real-time analytics to enhance platform features. Stay updated on trends in AI, messaging, and full-stack development.

EPF SOCSO EIS Medical Insurance Performance Bonus Training Provided

PHP Laravel SQL RESTful API Git AWS Azure CMS Angular Database"
26585412,Data Science Manager,https://www.ricebowl.my/job?jobId=26585412&slug=data-science-manager,Omnicom Media Asia Pacific,Petaling Jaya,,,,2026-05-25,"About Annalect As every CMO knows, employing technology, data and analytics to business challenges is the cost of entry, not a nice to have. Unlocking the value of consumer data can deliver growth, revenue, and ROI, and create differentiation to stay on top. Realtime action is instrumental in driving results within a highly fragmented marketplace. Annalect is the data and technology division of Omnicom. We provide a variety of services to our clients and media agency partners. As a company, we serve as the foundational data and technology layer through which analytics and insights can be accessed through a single lens. Our main goal is to advance the advertising and marketing strategies of our clients with applications that unlock insights and drive business results. Annalect is a global data, technology, and analytics consultancy with a strong footprint in the APAC region, with offices in Bangalore, Gurgaon, Hong Kong, Kuala Lumpur, Melbourne, Singapore, and Sydney. We create solutions across data, measurement, analytics, visualisation, and marketing technology to maximise the effectiveness of media and our clients’ media ROI. Annalect’s unique approach is one that relies on transparency, neutrality, and interoperability allows us to deliver purpose built and scalable solutions that make data actionable. We have teams of analysts, data scientists, consultants, and technical experts to help us meet the business goals of our agency partners and clients. Join our dynamic and diverse team at Annalect - data solutions for marketers, by marketers. About the Role This is not a backoffice analytics role. As Marketing Science Manager, you sit at the intersection of data science, marketing strategy, and intelligent automation - translating complex, multiplatform data into decisions that move business. You will own the analytical and modelling engine that powers our clients’ marketing investments, while actively shaping how we build, automate, and scale those capabilities across the organisation. You will work directly with analysts and consultants in Data Science, as well as client and agency teams, to communicate your findings and build strategies around them. You will also train and develop our Advanced Analytics Practice by adapting global best practices and innovative solutions for Malaysia across three key functions - Visualisation, Advanced Analytics, and Marketing Science. If you are energised by building things that did not exist before, challenged by ambiguity, and fluent in both technical skills and boardroom conversations - this role was designed for you. What You Will Do Automation & Intelligent Workflow Design Lead a team to design and deploy automated data pipelines and reporting workflows using tools such as Microsoft Power BI, Power Automate, Power Automate Unattended Mode, RPA platforms, and virtual machines. Identify manual, repetitive analytical processes across the organisation and systematically eliminate them through workflow automation and scripted solutions. Build scalable, reusable model templates and automation frameworks that reduce time to insight without sacrificing rigour. Explore and pilot emerging automation and AI tooling to keep the team at the leading edge of operational efficiency. Marketing Science & Business Intelligence Develop and maintain dashboards using Datorama, Power BI, Looker Studio, Tableau, Excel Power Query, and other tools. Lead the BI strategy - design and maintain business intelligence applications and processes; champion alignment of BI measures in driving performance objectives. Perform assessments on reporting requirements and develop longterm strategy for various reporting, dashboard, and selfserve solutions; continuously develop and implement plans for improving business intelligence. Provide support and maintenance of dashboards to ensure availability and performance; work with Data Governance teams to build data checks that constantly improve data integrity and accuracy. Design and implement automated QA processes to ensure data accuracy and timeliness. Work closely with media teams on set clients to develop timely visualisations of campaign and business performance. Assess quality of data through various techniques; communicate data insights and outliers through impactful data visualisation and storytelling. Strategy, Storytelling & Stakeholder Influence Own the narrative - translate outputs into clear, commercially grounded recommendations that resonate with both technical peers and Csuite stakeholders. Lead presentations, project management, and strategic planning sessions with confidence and authority. Develop and maintain positive relationships with key stakeholders internally and externally. Partner with client strategy, media planning, and product teams to embed data science thinking into upstream decision making. Serve as an internal thought leader - share points of view, champion best practices, and raise the analytical bar across the organisation. Innovation & Solution Creation Audit workflows to identify bottlenecks and inefficiencies across internal and client facing processes. Design and deploy solutions leveraging existing AI tools, Power Platform, and automation frameworks before building from scratch. Pilot emerging technologies rapidly - scale what works, cut what does not. Package highvalue internal solutions into repeatable frameworks or commercialisable client offerings. Own innovation endtoend with a founder’s mindset - from problem identification through to deployment and value realisation. Team & Project Leadership Manage and mentor a team of analysts and data scientists, fostering a culture of intellectual rigour, proactiveness, and continuous learning. Lead, train, and develop the Advanced Analytics Practice, including Visualisation developers, when necessary. Own project timelines, resource planning, and delivery quality across concurrent workstreams. Define and enforce modelling standards, documentation practices, and QA protocols that make outputs reliable and reproducible. What You Bring Qualifications & Experience Degree in Data Science, Statistics, Mathematics, Economics, or Engineering related field. 3 to 5 years of overall relevant experience, with 1–2 years at an integrated agency, marketing analytics firm, or consulting firm preferred. Handson experience building and deploying data visualisation dashboards using tools such as Datorama, Power BI, Looker Studio, or Tableau. Strong programming proficiency in Python, R, and/or SQL - you may not need to write code daily, but you need to be able to utilise and optimise it. Demonstrated experience with workflow automation tools - Power Automate, RPA platforms, or scripted automation via virtual machines and cloud environments. Proven ability to communicate complex analytical findings to nontechnical audiences with clarity and conviction. Experience leading or mentoring junior team members and managing multistakeholder projects. Demonstrated ability to leverage AI tools and techniques to enhance work, including applications in data analysis, modelling, automation, insight generation, and the development of custom agents (e.g. MCP agents). Strong Advantage Knowledge and experience in customer segmentation — including behavioural, demographic, and value-based segmentation models that inform targeting and personalisation strategies. Familiarity with CRM database management — including data structure, audience lifecycle management, and integration with media activation or analytics platforms. Familiar with advertising channels and platforms: Facebook, Google Ads, DV360, and others. Familiarity with at least some of the following: marketing technology (e.g. Data Management Platforms), adserving (e.g. Google CM360), web analytics (e.g. Google Analytics, Adobe Analytics), social (e.g. Facebook Insights). Handson exposure to media industry dynamics - digital media, programmatic, media planning and buying, or agency side analytics. Familiarity with marketing analytics platforms such as Google Analytics, Adobe Analytics, or Supermetrics. Experience with big data platforms and cloud environments (GCP, AWS, Azure). Working knowledge of Google Meridian, Robyn, or equivalent opensource MMM frameworks. Solid grounding in machine learning, statistical modelling, and predictive analytics. Exposure to clean room environments, ADH, or privacysafe measurement approaches. Project management experience. Who You Are You think in systems - you see the model, the workflow, and the business outcome simultaneously. You automate what can be automated, so human effort goes where it matters most. You hold yourself and your team to high standards without creating a culture of fear. You are genuinely curious - about data, about the business, about what the numbers are not yet telling you. You see ambiguity as a design space, not an obstacle. You have a proven track record in developing solid relationships with clients. We believe the best marketing science happens when technical depth meets business empathy. If that describes how you work, we want to meet you."
26390413,SAP FICO/4HANA Technical Data Migration Expert,https://www.ricebowl.my/job/26390413-sap-fico-4hana-technical-data-migration-expert,KAALI HR Sdn. Bhd.,Petaling Jaya,8000.0,25000.0,16500.0,2026-06-05,"Contract- Renewable Position Summary The SAP S/4HANA Advanced Data Migration Expert is responsible for leading and executing enterprise-wide data migration activities during SAP S/4HANA implementation , conversion, or transformation projects. The role covers end-to-end migration strategy, data extraction, cleansing, transformation, validation, reconciliation, and cutover activities across multiple business domains including Finance, Procurement, Sales, Supply Chain, Manufacturing, HR, and Master Data. The successful candidate will collaborate with business stakeholders, SAP functional consultants, technical teams, and project managers to ensure accurate, secure, and efficient migration of data from legacy systems into SAP S/4HANA platforms. Key Responsibilities Data Migration Strategy & Execution End-to-end SAP S/4HANA data migration activities across multiple business functions and modules. Define migration strategy, scope, approach, timelines, and governance framework. Manage migration activities for master data, transactional data, and historical data. Perform data extraction, profiling, cleansing, transformation, enrichment, validation, and reconciliation. Define and maintain data mapping rules between legacy systems and SAP S/4HANA structures. Ensure data integrity, consistency, and compliance throughout migration cycles. SAP S/4HANA Migration Activities Configure and utilize SAP migration tools such as SAP Migration Cockpit, LTMC, LTMOM, BODS, SLT, Data Services, and ETL solutions . Data Governance & Quality Management Establish data quality standards, migration templates, and governance controls. Collaborate with business users to identify and remediate data quality issues. Ensure compliance with audit, regulatory, and security requirements. Support master data harmonization and standardization initiatives. Develop reconciliation reports and migration validation documentation. Stakeholder & Project Collaboration Work closely with SAP functional consultants, technical teams, business users, and external vendors. Support SIT, UAT, regression testing, and hypercare activities. Provide migration status updates, risk assessments, and issue tracking to project leadership. Deliver knowledge transfer sessions and user guidance related to migration processes and tools. Participate in ERP transformation workshops, fit-gap analysis, and solution design discussions. Requirements Bachelor’s Degree in Information Technology, Computer Science, Engineering, Business Information Systems, or related disciplines. Minimum 3 years of experience in SAP data migration projects with at least 2 full-cycle SAP S/4HANA implementations or conversions. Strong hands-on experience in enterprise data migration and reconciliation activities. Experience migrating large-scale datasets across multiple SAP functional domains. Proficient in SAP Migration Cockpit, LTMC, LTMOM, SAP Data Services (BODS), LSMW, or ETL/data integration tools. Strong understanding of SAP master data and transactional data structures. Knowledge of SAP S/4HANA architecture, Business Partner concept, and data model changes. Experience in data quality management, cleansing, transformation, and governance practices. Familiarity with SAP Activate methodology and Agile project delivery approaches. Strong analytical, troubleshooting, and problem-solving skills. Excellent communication and stakeholder management capabilities.

Has experience supporting migration activities across modules including: Finance (FICO) Materials Management (MM) Sales & Distribution (SD) Production Planning (PP) Warehouse Management (WM/EWM) Plant Maintenance (PM) Human Capital Management (HCM) Customer and Vendor Master Data Material Master and Business Partner Data Support greenfield, brownfield, and selective data transition projects. Conduct mock loads, trial conversions, dress rehearsals, and production cutover execution. Troubleshoot migration issues and resolve data inconsistencies or system integration errors.

Medical Insurance Annual Leave Medical and Hospitalisation Leave

SAP FICO S/4HANA Data Migration ETL Project Management Business Process Analysis ABAP"
26644278,Artificial Intelligence Engineer,https://www.ricebowl.my/job?jobId=26644278&slug=artificial-intelligence-engineer,Net2Source (N2S),Cyberjaya,,,,2026-06-02,"Role- AI Engineer Role Type- Permanent Experience- 2+ Years Budget- 15K/MYR Monthly Must- Malaysian Location- Cyberjaya Skills-LLMs / Generative AI APIs OpenAI, Anthropic, JavaScript, TypeScript or Python Job Description- Strong fundamentals in software engineering (data structures, APIs, web applications) Experience with full-stack development (frontend and backend) Hands-on exposure to LLMs / Generative AI APIs (OpenAI, Anthropic, etc.) Proficiency in JavaScript / TypeScript or Python Experience designing and consuming REST APIs Familiarity with Git and standard development workflows Ability to work independently, manage tasks, and take ownership Strong analytical and problem-solving mindset Good to Have (Not Mandatory) Experience with RAG architectures and vector databases (Pinecone, Milvus, FAISS, etc.) Familiarity with LangChain, LlamaIndex, or similar frameworks Exposure to Voice AI (speech-to-text, text-to-speech, telephony APIs) Experience with cloud platforms (AWS, Azure, GCP) Knowledge of Docker or basic DevOps practices Academic projects, internships, hackathons, or deployed applications Eligibility Criteria: Fresh graduates or candidates with 0–3 years of experience in software or AI engineering Degree in Computer Science, Engineering, AI, or related disciplines Demonstrated interest in applied AI through coursework, projects, or hands-on experimentation Ability to work in a structured, professional engineering environment Clear communication skills and ability to collaborate across teams Strong motivation to continuously learn and grow professionally"
26452385,Artificial Intelligence Engineer,https://www.ricebowl.my/job?jobId=26452385&slug=artificial-intelligence-engineer,Century Software (Malaysia) Sdn Bhd,Petaling Jaya,,,,2026-05-14,"Century Software Sdn Bhd, a subsidiary of Censof Holdings Berhad , is a leading provider of financial management and software solutions. Our mission is to empower businesses with innovative technology that drives growth and efficiency. We are seeking dynamic and talented individuals to join our team and contribute to our continued success. Please submit your resume to ************* Why Join Us? Work closely with passionate leaders and a supportive team culture. Exposure to innovative projects that will sharpen your professional skills. Growth opportunities in both functional expertise and leadership pathways. Location: Petaling Jaya (Work From Office) Employment Type: Full-time This role offers the opportunity to build and deploy AI solutions that are directly embedded into real business systems, including ERP, CRM, and internal platforms. You will work on meaningful use cases that impact how teams operate, deliver, and scale. About the Role As an AI Engineer, you will design, develop, and implement AI-driven solutions using machine learning and large language models (LLMs). You will work closely with cross-functional teams to identify business problems and translate them into practical, scalable systems. This role requires hands-on development, system integration, and continuous optimisation to ensure solutions are reliable, efficient, and widely adopted. Why this roles matters AI is not a side initiative within the company. It is a key driver of operational efficiency and business transformation. This role is critical in ensuring AI is not just explored, but effectively implemented and used across the organisation to deliver measurable improvements in productivity, accuracy, and turnaround time. Key Responsibilities - Develop and deploy AI-powered solutions such as automation tools, copilots, and intelligent workflows - Integrate AI capabilities into existing systems including ERP, CRM, and internal platforms - Collaborate with business and technical teams to identify high-impact AI use cases - Build and manage AI pipelines, including data preparation, model development, and optimisation - Ensure solutions are scalable, secure, and production-ready using APIs and cloud platforms - Monitor performance and continuously improve solutions based on real usage and feedback Key Requirements - Strong programming skills in Python, .NET, or JavaScript - Experience with APIs, system integration, and database management - Hands-on experience with LLMs, prompt engineering, or AI frameworks - Understanding of machine learning fundamentals and AI solution architecture - Familiarity with tools such as LangChain, Semantic Kernel, or similar frameworks - Experience working with Microsoft technology stack (such as .NET, Azure, SQL Server, Power Platform or related enterprise technologies) and AWS cloud platforms - Ability to translate business requirements into practical technical solutions Expected the Outcome of this role - AI solutions successfully deployed into production, not limited to prototypes - Measurable improvement in efficiency, productivity, or turnaround time - High adoption rate of AI solutions across teams - Reduction in manual processes and operational errors - Continuous enhancement of AI solutions based on performance data and user feedback"
26614933,"Assistant Vice President, Artificial Intelligence",https://www.ricebowl.my/job?jobId=26614933&slug=assistant-vice-president-artificial-intelligence,Temasek,Singapore,,,,2026-05-28,"Location: SG, 238891 Group: Investment Group Department: AI Section: AI Job Type: Permanent Req ID: 11888 Introduction This role within AI Pod focuses on partnering specific Temasek Portfolio Companies (TPCs) to execute AI Transformation to drive value creation. This supports the team’s broader mandate on enabling effective AI adoption across portfolio companies to thrive as AI re-defines industries, translating vision into tangible impact. Operating out of Singapore, the role also supports our effort in converting pertinent insights, technology and capability access, as well as talent connectivity into differentiated advantage for our investment activities and broader portfolio. Responsibilities Enabling AI Transformation at the Core : Engage with Temasek portfolio companies’ management teams on their AI vision and strategies, with a view to activate high impact AI initiatives that translate to tangible value creation at the core of the business with a scalable operating model. Connect bottlenecks to AI Transformation that TPCs encounter to relevant capabilities within the Temasek ecosystem and bridge the gap between technical and domain experts, as well as business stakeholders for high velocity implementation. Develop Playbook for AI Transformation : Stay abreast of technical developments and combine that with a keen understanding of business logic from domain experts to derive practical roadmaps and approach for business development and partnerships that could create massive value. Drive AI diffusion and support portfolio enablement by leveraging Access, Connectivity and Ecosystem : Support portfolio companies’ AI Transformation efforts by sharing insights on AI developments and product roadmaps which are pertinent to Temasek’s portfolio; leverage targeted investments in leading AI funds, category-defining AI companies and leading AI ecosystem players (e.g. frontier model labs, research institutions) to connect the dots and accelerate AI-driven portfolio value creation. Support Temasek’s broader AI strategy : Assess and prioritise AI opportunities within Temasek and Temasek portfolio companies based on timing and impact of AI readiness and AI value creation potential; interface with other investment teams and internal stakeholders to align initiatives and ensure timely sharing of insights across Temasek’s AI efforts. Requirements 4-6 years of working experience in management consulting and/or deployment of AI solutions at production grade – experience shaping or evaluating AI products / business models is strongly preferred Strong knowledge of Predictive and GenAI models, machine learning frameworks, experience and understanding of the key elements required to enable scalable AI deployment within enterprises and appreciation of the emerging stacks across infrastructure, tooling, and application Strategic and business-oriented thinking, with a strong application-oriented bias as well as with a keen customer focus; Self-starter with the ability to independently drive workstreams, prioritize effectively, and deliver at pace Excellent communication and relationship-building skills, with the ability to influence senior stakeholders across different contexts; comfortable working with diverse teams across ambiguous, fast-moving environments with multiple cross-functional stakeholders Strong academic foundation with analytical depth; technical degrees (computer science, engineering, applied math) or meaningful AI consulting/product/technical experience required"
26616649,Artificial Intelligence Engineer,https://www.ricebowl.my/job?jobId=26616649&slug=artificial-intelligence-engineer,Compass Beam Capital,KL City,,,,2026-05-28,"Who We Are Compass Beam Capital (CBC) is a Private Equity Management Company licensed by Securities Commission Malaysia (Reg. No: VCPE/0126/2025). We build long-term, resilient investment structures across digital assets, equities, and other emerging opportunities. At CBC, we care about understanding things for what they are, and not what they appear to be. We know we won’t always make the right decisions, but we put in the effort to make our decisions right. AI Transformation Lead We're hiring an AI Transformation Lead to drive AI adoption across our group of companies. A private equity entity, an asset management firm, an AI consultancy, and a creative agency. This is a new role at the group level, reporting directly to the CEO. You will be the person who looks at how our businesses run today, finds where AI changes the economics, and makes those changes happen. Sometimes that means a new tool inside an existing workflow. Sometimes it means a new service line. Sometimes it means rethinking how an entity operates entirely. The CEO believes AI is genuinely transformative but doesn't have the time or technical depth to run the experiments himself. Your job is to do that work, bring back proposals with evidence, and once approved drive implementation. You will be working across four very different business cultures: financial services that move slowly and care about regulators, an AI consultancy that speaks the language fluently, and a creative agency that values craft. You need to operate credibly in all of them. What you'll do This is a continuous loop, not a project with an end date. Audit. Map how each entity actually operates today : workflows, costs, bottlenecks, where time goes. You can't transform what you don't understand. Propose. Build a prioritised list of changes worth making. Each proposal should weigh implementation cost, risk, time to value, technical difficulty, and the assumptions you're relying on. The CEO doesn't want a wish list : he wants a ranked list with the trade-offs visible. Implement. Once approved, ship it. Build it yourself, contract a third party, or work with vendors whichever is right for the situation. Then train the staff who'll use it and drive actual adoption. A tool nobody uses is worse than no tool at all. When new tech becomes relevant to a team, you run the quick class or tutorial that gets them productive on it fast, adoption is part of the job, not someone else's problem. Curate the market. Build and maintain a network of vendors, agencies, and freelancers we can call on. Stay close to vendor roadmaps so we know what's coming, not just what shipped last quarter. Stay alert to the regulatory environment , especially for the asset management arm. Keep an experimentation log : What was tried, what was learnt, what was killed, what was scaled. Who you are You've spent real time with modern AI tools. Not just ChatGPT, but the broader landscape (Claude, agentic frameworks, automation platforms, vertical AI). You can tell the difference between a useful tool and a demo You can read a business process, see what's wasteful or slow, and have a strong instinct for what AI will and won't fix You write clearly. You can take a complex experiment and explain it to a non-technical CEO in five minutes with the right detail You can also teach. When you find a tool the team should use, you can stand up a 30-minute session that gets them productive, not a deck they'll forget You kill your own ideas when the evidence says to. You don't get attached You are genuinely a self-starter, you don't need weekly check-ins to make progress, and you bring the CEO finished proposals, not half-formed problems You can hold your own with people more senior or more technical than you. You push back when you think the CEO is wrong, and you change your mind when you're shown to be wrong You can move between rooms, a regulatory discussion in the morning, a creative brief in the afternoon without changing who you are. What we expect you'll bring 5+ years of work experience, with at least 2 years in a role where you owned outcomes, not just tasks Demonstrated history of independent initiative, projects you started without being asked, problems you solved without a brief. Strong working knowledge of the current AI tool landscape, including hands-on use of LLMs, agentic systems, and at least some scripting or automation capability (Python, n8n, Zapier, or similar, you don't need to be an engineer) Good business judgement: you can read a P&L, understand unit economics, and reason about ROI rather than novelty. Comfort working across very different industries finance, asset management, marketing, AI services. Clear written and spoken English Bonus: Experience working in or with regulated financial services A track record of building and shipping things — side projects, GitHub activity, technical writing, talks given Prior experience driving change inside an organisation (not just consulting on it from outside) Background in management consulting, product, or operator roles. What this role is not Not a Chief AI Officer title in disguise: This is a hands-on builder/proposer role, not a board-level advisory one. Not a research role: You are paid to find what creates business value now, not to track frontier benchmarks Not a safe corporate seat: you will be expected to ship changes, defend them, and own results We value people who are curious, disciplined, and open to learning. We care about doing things properly, even when it takes time.Our companies follow the same principle - practical, thoughtful, and built for people who appreciate steady, honest work."
26518536,Artificial Intelligence Senior Consultant,https://www.ricebowl.my/job?jobId=26518536&slug=artificial-intelligence-senior-consultant,Deloitte,Singapore,,,,2026-05-22,"Role: AI Assurance Consultant About the job We are seeking a motivated AI Assurance Senior Consultant to join our team in Singapore within our Assurance division, focused on transforming how organisations identify, assess, and manage AI risks and assurance. Through hands-on client work and close collaboration with senior experts, you will gain critical, in-demand knowledge on how organisations adopt AI safely, compliantly, and at scale, covering AI risk, quality, governance, and regulatory alignment in real-world environments. Key Responsibilities Apply Deloitte’s Trustworthy AI methodology and solution to support AI Governance and Assurance in client environments, aligning deliverables with recognised frameworks and standards (e.g. NIST AI RMF, ISO/IEC 42001) Identify and document risks related to bias, fairness, transparency, robustness, security, and privacy across AI use cases Support the development and maintenance of client AI risk registers and mitigation plans Prepare clear, structured AI risk and quality reports and assessment outputs for clients, with review and oversight from senior consultants Support client gap analyses and remediation roadmaps aligned with regulatory and standards-based expectations Contribute to the documentation of AI risk and control frameworks for client organisations Support client interactions by preparing materials and contributing to workshops, briefings, and structured discussions Support the design and implementation of AI governance programmes using Deloitte’s Trustworthy AI methodology. Assist in gap analysis and assessing AI risk, quality, and responsible AI policies and guidelines tailored to client needs Participate in client training sessions and internal solution and methodology development initiatives Requirements Bachelor’s degree in Computer Science, Information Systems, Data Science, Law, Business, Risk Management, Public Policy, Ethics, or a related field A relevant Master’s degree is an advantage but not required Min 4 years of experience in consulting, risk management, compliance, legal, technology, or related client-facing roles Experience supporting client delivery, advisory, or assurance engagements Exposure to areas such as data governance, privacy, IT audit, cybersecurity, or technology risk Experience drafting professional client deliverables, reports, or advisory documentation Foundational knowledge of AI/ML concepts and lifecycles, with awareness of key AI risks (bias, explainability, data quality, security), data governance and protection principles, and major AI regulations and frameworks, alongside familiarity with relevant ISO standards as a plus Strong analytical and critical thinking skills Clear, confident written and verbal communication with clients"
